vehicleId,vehicleTypeId,householdId
9198,CAR,5122
9612,CAR,5352
9613,CAR,5352
9939,CAR,5536
9940,CAR,5536
11352,CAR,6357
11353,CAR,6357
11354,CAR,6357
19275,CAR,10849
19276,CAR,10849
22616,CAR,13069
22617,CAR,13069
22618,CAR,13069
23031,CAR,13314
23032,CAR,13314
24456,CAR,14075
24457,CAR,14075
24458,CAR,14075
33101,CAR,19338
33102,CAR,19338
33103,CAR,19338
37790,CAR,22193
38280,CAR,22432
38281,CAR,22432
39896,CAR,23364
39897,CAR,23364
43219,CAR,25590
43220,CAR,25590
43221,CAR,25590
49118,CAR,30113
49119,CAR,30113
49785,CAR,30545
49786,CAR,30545
51579,CAR,31824
52411,CAR,32356
52412,CAR,32356
52413,CAR,32356
52414,CAR,32356
57605,CAR,35539
57606,CAR,35539
58534,CAR,36022
58535,CAR,36022
63178,CAR,39702
63179,CAR,39702
65870,CAR,41849
65871,CAR,41849
68400,CAR,43813
68401,CAR,43813
68402,CAR,43813
68403,CAR,43813
70551,CAR,45201
70552,CAR,45201
71448,CAR,45794
72707,CAR,46925
75559,CAR,49155
75560,CAR,49155
75561,CAR,49155
75562,CAR,49155
78703,CAR,51534
78704,CAR,51534
82469,CAR,53840
82470,CAR,53840
82471,CAR,53840
93492,CAR,59917
93493,CAR,59917
93494,CAR,59917
93495,CAR,59917
95070,CAR,60779
95071,CAR,60779
95072,CAR,60779
98013,CAR,62316
98014,CAR,62316
98015,CAR,62316
99362,CAR,63076
101334,CAR,64241
101335,CAR,64241
101336,CAR,64241
103050,CAR,65346
103051,CAR,65346
104422,CAR,66407
104423,CAR,66407
109612,CAR,69615
109613,CAR,69615
109875,CAR,69766
111300,CAR,70556
111301,CAR,70556
113239,CAR,71855
113240,CAR,71855
113904,CAR,72420
113905,CAR,72420
114251,CAR,72790
115195,CAR,73552
116033,CAR,74017
116473,CAR,74290
117734,CAR,75032
117932,CAR,75166
117933,CAR,75166
118107,CAR,75275
118108,CAR,75275
118109,CAR,75275
118157,CAR,75298
119102,CAR,75840
120193,CAR,76608
120433,CAR,76772
120434,CAR,76772
120435,CAR,76772
121776,CAR,77510
121777,CAR,77510
122427,CAR,78002
122428,CAR,78002
123107,CAR,78535
123108,CAR,78535
127721,CAR,82194
130683,CAR,84738
130684,CAR,84738
133093,CAR,86633
133094,CAR,86633
133727,CAR,87136
133728,CAR,87136
137946,CAR,90909
137947,CAR,90909
143443,CAR,94546
146566,CAR,96249
146567,CAR,96249
147267,CAR,96611
147268,CAR,96611
148305,CAR,97125
148306,CAR,97125
148307,CAR,97125
148308,CAR,97125
153126,CAR,100009
153127,CAR,100009
153128,CAR,100009
154033,CAR,100477
154105,CAR,100516
154106,CAR,100516
154107,CAR,100516
154108,CAR,100516
154490,CAR,100711
154491,CAR,100711
156683,CAR,101860
156684,CAR,101860
156685,CAR,101860
157241,CAR,102156
157242,CAR,102156
157243,CAR,102156
159296,CAR,103228
159297,CAR,103228
159298,CAR,103228
161503,CAR,104714
161504,CAR,104714
162914,CAR,105683
162915,CAR,105683
162916,CAR,105683
162917,CAR,105683
165252,CAR,106984
165253,CAR,106984
165254,CAR,106984
165255,CAR,106984
165655,CAR,107167
165656,CAR,107167
167161,CAR,107863
167162,CAR,107863
170700,CAR,109705
170939,CAR,109834
172436,CAR,110828
172437,CAR,110828
172782,CAR,111074
172783,CAR,111074
175313,CAR,112688
175329,CAR,112698
175330,CAR,112698
176860,CAR,113686
176861,CAR,113686
176862,CAR,113686
176863,CAR,113686
182661,CAR,117348
182662,CAR,117348
185962,CAR,120519
186603,CAR,121383
191202,CAR,126927
194693,CAR,131379
195273,CAR,131994
197272,CAR,134930
200293,CAR,139491
200944,CAR,140518
201258,CAR,141016
203607,CAR,144140
203757,CAR,144343
203758,CAR,144343
204174,CAR,144813
204175,CAR,144813
204176,CAR,144813
204978,CAR,145750
204979,CAR,145750
206734,CAR,147574
206819,CAR,147678
207477,CAR,148195
207478,CAR,148195
207479,CAR,148195
208121,CAR,148598
208122,CAR,148598
209703,CAR,150614
209704,CAR,150614
211477,CAR,152752
214125,CAR,154667
214126,CAR,154667
214127,CAR,154667
214557,CAR,155105
218311,CAR,158681
218312,CAR,158681
218313,CAR,158681
218726,CAR,159109
218727,CAR,159109
219940,CAR,160205
222235,CAR,162308
222236,CAR,162308
222576,CAR,162674
222577,CAR,162674
222578,CAR,162674
227015,CAR,166844
227016,CAR,166844
228189,CAR,168070
228190,CAR,168070
228450,CAR,168215
228451,CAR,168215
228452,CAR,168215
228453,CAR,168215
228981,CAR,168974
229131,CAR,169193
229632,CAR,169834
230979,CAR,171174
230980,CAR,171174
235850,CAR,174092
235851,CAR,174092
235852,CAR,174092
236104,CAR,174313
236285,CAR,174447
236286,CAR,174447
237169,CAR,175154
237170,CAR,175154
238925,CAR,176414
241148,CAR,177749
241149,CAR,177749
241150,CAR,177749
242737,CAR,178506
244372,CAR,179444
244373,CAR,179444
244374,CAR,179444
244375,CAR,179444
244933,CAR,179811
244934,CAR,179811
255099,CAR,185672
260016,CAR,188627
260017,CAR,188627
262231,CAR,189841
262232,CAR,189841
262233,CAR,189841
262462,CAR,189986
262463,CAR,189986
264251,CAR,190961
264252,CAR,190961
264253,CAR,190961
269313,CAR,193928
269314,CAR,193928
269315,CAR,193928
271686,CAR,195435
271687,CAR,195435
271688,CAR,195435
272786,CAR,195946
272787,CAR,195946
274151,CAR,196617
274152,CAR,196617
278339,CAR,199181
278340,CAR,199181
278341,CAR,199181
278505,CAR,199264
278506,CAR,199264
278507,CAR,199264
282408,CAR,201133
282409,CAR,201133
282776,CAR,201335
282777,CAR,201335
282778,CAR,201335
287117,CAR,203737
287118,CAR,203737
289064,CAR,205274
290778,CAR,206584
290779,CAR,206584
290780,CAR,206584
290781,CAR,206584
293687,CAR,208903
293688,CAR,208903
294337,CAR,209248
294338,CAR,209248
294339,CAR,209248
296860,CAR,210897
296861,CAR,210897
296862,CAR,210897
298760,CAR,212123
300337,CAR,213107
303040,CAR,214930
303041,CAR,214930
304691,CAR,216386
304692,CAR,216386
304693,CAR,216386
305101,CAR,216748
305102,CAR,216748
305103,CAR,216748
305482,CAR,217115
306074,CAR,217713
306075,CAR,217713
307064,CAR,218461
307065,CAR,218461
307634,CAR,218844
308503,CAR,219466
308504,CAR,219466
308505,CAR,219466
310463,CAR,221153
314782,CAR,224953
314783,CAR,224953
315094,CAR,225252
315284,CAR,225440
315400,CAR,225580
315401,CAR,225580
316326,CAR,226579
316327,CAR,226579
319373,CAR,229324
324432,CAR,232775
324433,CAR,232775
325758,CAR,233625
325759,CAR,233625
325760,CAR,233625
325828,CAR,233662
325829,CAR,233662
329933,CAR,236890
329934,CAR,236891
339752,CAR,245499
339753,CAR,245499
340112,CAR,245832
340113,CAR,245832
340114,CAR,245832
341636,CAR,247113
341637,CAR,247113
342582,CAR,248079
342623,CAR,248141
342624,CAR,248141
344175,CAR,249557
344176,CAR,249557
345206,CAR,250373
345207,CAR,250373
345208,CAR,250373
347878,CAR,252384
347879,CAR,252384
347880,CAR,252384
351541,CAR,255142
351542,CAR,255142
352389,CAR,255788
354658,CAR,257741
357302,CAR,260148
357303,CAR,260148
357304,CAR,260148
357823,CAR,260632
359819,CAR,262249
359820,CAR,262249
359821,CAR,262249
360310,CAR,262667
360311,CAR,262667
360312,CAR,262667
363578,CAR,265450
363579,CAR,265450
363846,CAR,265696
364611,CAR,266496
366968,CAR,268876
367087,CAR,268975
367927,CAR,269770
368643,CAR,270379
368644,CAR,270379
368645,CAR,270379
369319,CAR,271035
369320,CAR,271035
370219,CAR,271940
370595,CAR,272341
371332,CAR,273070
371333,CAR,273070
375269,CAR,277167
376738,CAR,278956
377462,CAR,279832
377524,CAR,279904
377525,CAR,279904
378730,CAR,280896
387536,CAR,289222
387537,CAR,289222
387538,CAR,289222
388349,CAR,290309
392185,CAR,292385
392186,CAR,292385
393714,CAR,293499
393715,CAR,293499
397801,CAR,295609
397802,CAR,295609
397803,CAR,295609
403341,CAR,299067
404334,CAR,299707
404628,CAR,299955
404629,CAR,299955
406094,CAR,300901
406095,CAR,300901
406096,CAR,300901
406325,CAR,301038
406326,CAR,301038
406776,CAR,301363
407083,CAR,301571
407084,CAR,301571
407085,CAR,301571
409831,CAR,303453
409832,CAR,303453
410232,CAR,303696
410233,CAR,303696
413866,CAR,306241
413867,CAR,306241
413868,CAR,306241
414482,CAR,306616
414483,CAR,306616
414484,CAR,306616
416255,CAR,307677
418452,CAR,309235
418453,CAR,309235
418517,CAR,309295
418828,CAR,309589
418983,CAR,309720
418984,CAR,309720
423083,CAR,312732
423084,CAR,312732
423085,CAR,312732
424464,CAR,313738
424504,CAR,313776
424505,CAR,313776
424506,CAR,313776
424507,CAR,313776
425481,CAR,314508
425482,CAR,314508
425483,CAR,314508
431149,CAR,318031
431150,CAR,318031
431472,CAR,318191
431473,CAR,318191
431890,CAR,318386
431891,CAR,318386
431892,CAR,318386
431893,CAR,318386
432892,CAR,318840
432893,CAR,318840
432894,CAR,318840
442043,CAR,323307
442044,CAR,323307
442045,CAR,323307
442046,CAR,323307
442275,CAR,323423
442276,CAR,323423
442277,CAR,323423
442278,CAR,323423
444332,CAR,324585
444664,CAR,324739
444665,CAR,324739
444666,CAR,324739
449792,CAR,327332
449793,CAR,327332
451964,CAR,328437
452683,CAR,328847
452684,CAR,328847
453821,CAR,329411
453822,CAR,329411
453823,CAR,329411
453824,CAR,329411
460778,CAR,332886
460779,CAR,332886
461180,CAR,333173
465987,CAR,336705
465988,CAR,336705
469270,CAR,339805
469271,CAR,339805
469272,CAR,339805
469273,CAR,339805
473743,CAR,342881
473953,CAR,343022
473954,CAR,343022
473955,CAR,343022
478655,CAR,346843
478780,CAR,346943
478781,CAR,346943
479305,CAR,347382
479306,CAR,347382
480099,CAR,348023
480100,CAR,348023
483439,CAR,351140
483440,CAR,351140
483442,CAR,351142
483590,CAR,351246
483591,CAR,351246
483980,CAR,351498
483981,CAR,351498
489945,CAR,355696
489946,CAR,355696
490624,CAR,356120
500593,CAR,363091
500594,CAR,363091
500595,CAR,363091
500596,CAR,363091
501777,CAR,363853
502503,CAR,364342
502504,CAR,364342
502505,CAR,364342
503474,CAR,364924
503475,CAR,364924
504556,CAR,365622
504727,CAR,365726
504728,CAR,365726
504976,CAR,365883
504977,CAR,365883
505254,CAR,366043
505255,CAR,366043
505256,CAR,366043
506853,CAR,367126
507447,CAR,367497
507448,CAR,367497
510123,CAR,369372
510124,CAR,369372
514572,CAR,371649
514573,CAR,371649
514773,CAR,371742
514774,CAR,371742
516621,CAR,372589
518436,CAR,373615
518437,CAR,373615
518438,CAR,373615
518653,CAR,373749
518654,CAR,373749
518655,CAR,373749
518656,CAR,373749
524604,CAR,376866
524605,CAR,376866
524606,CAR,376866
526148,CAR,377735
526149,CAR,377735
528874,CAR,379194
528875,CAR,379194
528876,CAR,379194
531739,CAR,380735
531740,CAR,380735
532563,CAR,381152
532564,CAR,381152
532565,CAR,381152
533027,CAR,381390
533028,CAR,381390
533029,CAR,381390
533030,CAR,381390
534893,CAR,382458
534894,CAR,382458
534895,CAR,382458
535379,CAR,382721
536345,CAR,383269
536346,CAR,383269
537412,CAR,383906
537413,CAR,383906
537414,CAR,383906
537498,CAR,383952
537499,CAR,383952
543497,CAR,387499
543498,CAR,387499
543499,CAR,387499
544238,CAR,387905
544239,CAR,387905
544240,CAR,387905
545538,CAR,388616
545539,CAR,388616
547304,CAR,389532
548450,CAR,390216
548451,CAR,390216
548452,CAR,390216
549937,CAR,390993
549938,CAR,390993
550620,CAR,391381
550621,CAR,391381
550622,CAR,391381
550623,CAR,391381
551497,CAR,391928
551498,CAR,391928
554723,CAR,394160
554724,CAR,394160
556408,CAR,395411
556409,CAR,395411
556410,CAR,395411
563712,CAR,399801
563713,CAR,399801
565979,CAR,400970
565980,CAR,400970
566694,CAR,401388
566695,CAR,401388
567005,CAR,401566
567006,CAR,401566
567007,CAR,401566
567527,CAR,401887
569759,CAR,403218
570233,CAR,403491
570234,CAR,403491
570782,CAR,403809
570783,CAR,403809
570784,CAR,403809
571277,CAR,404096
572518,CAR,404742
572519,CAR,404742
572848,CAR,404916
572849,CAR,404916
572850,CAR,404916
574136,CAR,405660
574360,CAR,405786
576578,CAR,407063
576579,CAR,407063
576580,CAR,407063
576581,CAR,407063
577377,CAR,407526
577752,CAR,407733
579166,CAR,408507
579167,CAR,408507
579171,CAR,408511
579172,CAR,408511
579426,CAR,408659
579427,CAR,408659
580154,CAR,409078
580155,CAR,409078
580156,CAR,409078
580372,CAR,409179
580373,CAR,409179
581614,CAR,409724
581615,CAR,409724
581616,CAR,409724
585250,CAR,411485
588417,CAR,413147
589268,CAR,413558
589269,CAR,413558
589270,CAR,413558
589494,CAR,413668
589495,CAR,413668
589496,CAR,413668
592388,CAR,414951
592389,CAR,414951
593629,CAR,415516
594156,CAR,415739
594157,CAR,415739
595767,CAR,416492
595768,CAR,416492
598045,CAR,417633
598046,CAR,417633
603389,CAR,420396
603390,CAR,420396
603391,CAR,420396
606481,CAR,421853
606482,CAR,421853
606483,CAR,421853
611372,CAR,424424
617259,CAR,427185
617260,CAR,427185
617261,CAR,427185
622588,CAR,429735
622589,CAR,429735
622590,CAR,429735
625148,CAR,431052
625149,CAR,431052
629503,CAR,433257
629504,CAR,433257
630393,CAR,433681
630394,CAR,433681
630395,CAR,433681
637163,CAR,437012
638069,CAR,437446
638070,CAR,437446
639780,CAR,438288
639781,CAR,438288
639782,CAR,438288
640268,CAR,438555
642297,CAR,439614
642298,CAR,439614
643041,CAR,439984
643665,CAR,440280
643666,CAR,440280
646835,CAR,442062
646836,CAR,442062
650720,CAR,444130
650721,CAR,444130
650722,CAR,444130
652315,CAR,445105
652970,CAR,445505
652971,CAR,445505
652972,CAR,445505
652973,CAR,445505
653539,CAR,445861
656073,CAR,447045
656074,CAR,447045
659542,CAR,448636
659543,CAR,448636
661581,CAR,449717
661582,CAR,449717
661583,CAR,449717
662101,CAR,450030
662102,CAR,450030
663184,CAR,450618
663185,CAR,450618
664439,CAR,451300
668214,CAR,453422
669555,CAR,454775
669556,CAR,454775
669557,CAR,454775
669558,CAR,454775
670867,CAR,455458
670868,CAR,455458
670869,CAR,455458
670870,CAR,455458
671021,CAR,455535
671022,CAR,455535
671517,CAR,455808
671518,CAR,455808
674255,CAR,457161
675394,CAR,457724
675395,CAR,457724
676299,CAR,458190
676300,CAR,458190
676301,CAR,458190
680531,CAR,460205
680532,CAR,460205
681550,CAR,460678
681551,CAR,460678
681552,CAR,460678
681553,CAR,460678
682639,CAR,461313
685151,CAR,462497
685152,CAR,462497
685954,CAR,463139
688745,CAR,465247
691498,CAR,466911
691499,CAR,466911
691500,CAR,466911
692479,CAR,467619
692783,CAR,467823
692784,CAR,467823
693100,CAR,468011
693101,CAR,468011
701083,CAR,472763
701084,CAR,472763
701841,CAR,473528
701842,CAR,473528
701843,CAR,473528
702236,CAR,473843
702237,CAR,473843
702238,CAR,473843
702239,CAR,473843
707773,CAR,477286
707774,CAR,477286
707775,CAR,477286
707801,CAR,477305
707802,CAR,477305
707803,CAR,477305
707804,CAR,477305
711948,CAR,479887
711949,CAR,479887
719385,CAR,483984
722058,CAR,485303
722059,CAR,485303
722060,CAR,485303
723605,CAR,486085
724099,CAR,486409
724100,CAR,486409
724101,CAR,486409
724632,CAR,486711
724633,CAR,486711
724634,CAR,486711
724635,CAR,486711
730843,CAR,490056
731312,CAR,490313
731313,CAR,490313
731314,CAR,490313
732426,CAR,490975
732427,CAR,490975
734487,CAR,492081
734488,CAR,492081
734489,CAR,492081
736872,CAR,493206
736873,CAR,493206
736874,CAR,493206
737044,CAR,493285
737212,CAR,493370
737213,CAR,493370
737329,CAR,493436
737330,CAR,493436
739324,CAR,494424
739325,CAR,494424
741736,CAR,495593
741737,CAR,495593
741738,CAR,495593
741739,CAR,495593
742861,CAR,496156
745764,CAR,497578
745765,CAR,497578
752322,CAR,501826
752323,CAR,501826
752595,CAR,502035
752596,CAR,502035
752597,CAR,502035
754329,CAR,502940
754330,CAR,502940
754331,CAR,502940
754332,CAR,502940
755047,CAR,503277
755048,CAR,503277
755049,CAR,503277
760854,CAR,506137
760855,CAR,506137
761486,CAR,506418
763670,CAR,507416
763671,CAR,507416
765199,CAR,508146
765200,CAR,508146
765741,CAR,508402
765742,CAR,508402
769920,CAR,510447
771721,CAR,511449
771722,CAR,511449
776160,CAR,514237
776161,CAR,514237
776691,CAR,514565
776692,CAR,514565
776693,CAR,514565
778129,CAR,515331
778130,CAR,515331
779192,CAR,515857
779193,CAR,515857
781443,CAR,517120
781444,CAR,517120
783764,CAR,518500
783765,CAR,518500
784247,CAR,518827
784248,CAR,518827
784544,CAR,519006
784545,CAR,519006
784546,CAR,519006
787258,CAR,521107
787852,CAR,521509
788583,CAR,521995
788584,CAR,521995
792292,CAR,524647
792373,CAR,524688
792374,CAR,524688
794021,CAR,525434
794022,CAR,525434
797114,CAR,527393
797115,CAR,527393
797116,CAR,527393
798742,CAR,528326
798785,CAR,528350
798786,CAR,528350
798787,CAR,528350
799220,CAR,528535
799221,CAR,528535
799222,CAR,528535
799778,CAR,528788
799779,CAR,528788
799780,CAR,528788
799781,CAR,528788
800721,CAR,529198
801457,CAR,529519
801458,CAR,529519
802049,CAR,529774
806459,CAR,531898
806460,CAR,531898
808687,CAR,532919
808688,CAR,532919
808689,CAR,532919
809981,CAR,533528
809982,CAR,533528
811324,CAR,534211
811325,CAR,534211
816538,CAR,536812
818532,CAR,537930
821205,CAR,539498
821206,CAR,539498
821207,CAR,539498
821208,CAR,539498
822509,CAR,540546
824283,CAR,541732
824284,CAR,541732
828210,CAR,543815
828211,CAR,543815
830946,CAR,545578
834711,CAR,548918
834712,CAR,548918
837027,CAR,550687
838928,CAR,552346
847912,CAR,560446
847913,CAR,560446
850106,CAR,562364
850107,CAR,562364
850108,CAR,562364
851232,CAR,563407
851858,CAR,564058
855608,CAR,567019
855609,CAR,567019
857255,CAR,568428
857256,CAR,568428
859963,CAR,570895
859964,CAR,570895
862873,CAR,573434
862874,CAR,573434
865141,CAR,574947
871558,CAR,579811
871559,CAR,579811
872433,CAR,580558
872434,CAR,580558
872435,CAR,580558
874442,CAR,582085
874443,CAR,582085
